roaster,cleaned_desc_1,sentiment_scores,compound,compound_scaled_0_1,compound_scaled_1_10
Klatch Coffee,richly sweetsavory pomegranate fine musk nougat cedar hint marjoram aroma cup savorysweet structure round gentle acidity full satinysmooth mouthfeel finish consolidates nougat pomegranate short musk returning long,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.765}",0.765,0.8825000000000001,8.9425
Kakalove Cafe,evaluated espresso ultrarich chocolaty deep musky resonance perique pipe tobacco salted chocolate fudge candied fig pink grapefruit zest lavender fresh earth rain aroma small cup thick velvety mouthfeel short finish consolidates around rich tobacco cocoa delicate floral hint earthy depth long deeply sweet satisfying three part milk flavor saturates milk impressive continuity vivacity,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.943}",0.943,0.9715,9.743500000000001
Klatch Coffee,floraltoned bright citrusy star jasmine bergamot sandalwood maple syrup baking chocolate aroma cup sweettart structure crisp juicy acidity plush syrupy mouthfeel cocoatoned finish undertone bergamot star jasmine,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}",0.4404,0.7202,7.4818
Kakalove Cafe,cocoatoned deeply richly sweet cocoa nib lemon blossom black currant hazelnut butter cedar aroma cup sweetly tart structure bright vibrant acidity creamyfull mouthfeel finish consolidates note cocoa black currant,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.942}",0.942,0.971,9.738999999999999
Kakalove Cafe,richtoned chocolaty dark chocolate narcissuslike flower date cedar blood orange zest aroma cup sweettoned structure balanced acidity plush creamy mouthfeel rich long finish center dark chocolate bordering fudge exceptionally sweet florals,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.7841}",0.7841,0.89205,9.02845
Kakalove Cafe,delicate berrytoned deeply sweet wild strawberry honey freesialike flower oak almond paste aroma cup sweetly tart structure juicy hightoned acidity lively silky mouthfeel resonant flavorsaturated finish sustains note cup wild strawberry almond particular,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.8588}",0.8588,0.9294,9.3646
Red Rooster Coffee Roaster,delicate floraltoned narcissuslike flower honey cocoa nib apricot freshcut cedar aroma cup sweettart structure juicy vibrant acidity plush syrupy mouthfeel rich floralladen finish rife supporting note apricot cocoa nib,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8779}",0.8779,0.93895,9.45055
Paradise Roasters,hightoned richly fruitforward balanced strawberry guava jasmine cocoa nib sandalwood pink grapefruit zest aroma cup sweettart structure crisp bright acidity vibrantly plush syrupy mouthfeel resonant finish center around guava jasmine note undertone cocoa nib,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7003}",0.7003,0.85015,8.65135
Durango Coffee Company,deeply sweet subtly tart nuanced ripe blueberry freesialike flower almond freshcut cedar nougat aroma cup sweetly fruittoned structure round acidity full syrupy mouthfeel finish consolidates note blueberry nougat undertone cedar,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.7501}",0.7501,0.87505,8.87545
JBC Coffee Roasters,hightoned crisply sweettart plum bergamot cedar freesialike flower maple syrup aroma cup vibrant sweetly tart structure juicy acidity crisp satiny mouthfeel longlasting finish consolidates note plum bergamot undertone cedar maple syrup,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.7579}",0.7579,0.87895,8.91055
JBC Coffee Roasters,cocoatoned richly sweet cocoa nib apricot orange zest cedar magnolia aroma cup sweet structure crisp balanced acidity smooth silky mouthfeel cocoa note throughline finish hint apricot orange zest long,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
San Francisco Bay Coffee,richly sweet balanced orange zest baking chocolate black tea pear oak aroma cup sweettart structure brisk acidity satinysmooth mouthfeel resonant though tannic finish carried note baking chocolate freshcut cedar,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.7579}",0.7579,0.87895,8.91055
San Francisco Bay Coffee,crisp sweetly nuttoned hazelnut butter magnolia molasses date gently scorched cedar aroma cup sweettoned structure gentle round acidity velvety mouthfeel rich though drying finish center around nut cedar note,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.9118}",0.9118,0.9559,9.6031
San Francisco Bay Coffee,roastprominent chocolaty woodframed dark chocolate lilylike flower raisin scorched fir brown sugar aroma cup sweetsavory structure mild acidity full satiny mouthfeel gently drying chocolaty finish supported smoky fir raisin note,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.6486}",0.6486,0.8243,8.418700000000001
Highwire Coffee Roasters,richly sweetsavory deeply chocolaty dark chocolate fine musk black cherry gently scorched cedar wisteria aroma cup sweetsavory structure gentle rounded acidity full creamy mouthfeel chocolaty finish given depth suggestion black cherry musk ensconced gently smoky cedar,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9118}",0.9118,0.9559,9.6031
Lucky Cafe,delicate hightoned crisply sweet red currant blackberry cedar cocoa nib maple syrup aroma cup deeply sweet structure lively vibrant acidity crisp yet velvety mouthfeel finish lead note red currant blackberry short cocoa nib cedar resurfacing long,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.9147}",0.9147,0.9573499999999999,9.61615
Red Rooster Coffee Roaster,richly fruit cocoatoned blueberry tamarind chocolate fudge oak freesialike flower aroma cup richly sweettart structure brisk acidity syrupy mouthfeel crisp chocolaty finish undertone blueberry oak,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7506}",0.7506,0.8753,8.8777
Wonderstate Coffee,crisply sweet richtoned pear baking chocolate magnolia freshcut fir almond butter aroma cup deeply sweet structure gentle acidity plush syrupy yet lively mouthfeel cocoatoned finish pretty note magnolia freshcut fir,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9356}",0.9356,0.9678,9.7102
Temple Coffee Roasters,crisply sweet richly chocolaty date grapefruit zest baking chocolate pink peppercorn hazelnut aroma cup bittersweet structure brisk acidity full velvety mouthfeel quietly flavorsaturated finish center around baking chocolate grapefruit,"{'neg': 0.038, 'neu': 0.74, 'pos': 0.222, 'compound': 0.7351}",0.7351,0.86755,8.80795
Detour Coffee Roasters,spicetoned deeply sweet blueberry lavender freshcut cedar molasses baking spice aroma cup richly sweet structure lively acidity satinysmooth mouthfeel quiet sweetly spicetoned finish,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.9381}",0.9381,0.96905,9.721449999999999
Modern Times Coffee,deeply fruit spicetoned richly sweet dark chocolate cranberry sauce hop flower cedar molasses aroma cup sweet structure gentle acidity full creamy mouthfeel richly drying finish cranberry short cedar molasses long dark chocolate throughout,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9352}",0.9352,0.9676,9.708400000000001
Open Seas Coffee,hightoned crisply sweettart green apple cocoa nib honeysuckle elm agave syrup aroma cup sweetly tart structure pert acidity satinysmooth mouthfeel cocoatoned finish supported note crisp apple hint honeysuckle,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6597}",0.6597,0.82985,8.46865
Peet's Coffee,roastprominent chocolaty spicedtoned chocolate charred mesquite date baking spice dark caramel aroma cup sweettoned structure bitter edge full though drying mouthfeel finish sweet dominated burned wood note obscure underlying chocolate fruit,"{'neg': 0.08, 'neu': 0.833, 'pos': 0.086, 'compound': 0.0516}",0.0516,0.5258,5.732200000000001
Paradise Roasters,evaluated espresso bright sweetly tart hightoned black cherry chocolate fudge almond butter freesialike flower sandalwood aroma small cup crisp satiny mouthfeel resonant fruittoned finish particularly floralsaturated three part milk dark chocolate cherry undertone,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.7184}",0.7184,0.8592,8.7328
Battlecreek Coffee Roasters,richtoned fruitforward deeply sweet strawberry jam cocoa nib ginger flower freshcut fir maple syrup aroma cup sweet structure brisk acidity plush syrupy mouthfeel resonant finish center strawberry cocoa note supported spicetoned florals,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.8586}",0.8586,0.9293,9.3637
Paradise Roasters,delicately sweettart nuttoned hazelnut lime zest baking chocolate date freshcut oak aroma cup sweet structure round gentle acidity full velvety mouthfeel finish consolidates note hazelnut lime zest undertone baking chocolate,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7845}",0.7845,0.89225,9.03025
Press House Coffee,cocoa fruitdriven dark chocolate dried apricot gently scorched oak lime zest gardenia aroma cup sweet structure gentle round acidity lightly syrupy mouthfeel finish consolidates woodframed dark chocolate dried apricot,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.836}",0.836,0.9179999999999999,9.261999999999999
GK Coffee,musktoned fruitforward passion fruit fine musk dark chocolate watermelon candy pink grapefruit zest aroma cup hightoned sweetly tart structure juicy vibrant acidity creamy plush mouthfeel flavorsaturated finish center around note passion fruit fine musk,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9337}",0.9337,0.96685,9.70165
GK Coffee,hightoned richly sweettart dried apricot tangerine zest almond narcissuslike flower cedar aroma cup sweetly tart structure balanced juicy acidity crisp yet syrupy mouthfeel finish richly bittersweet long centered note tangerine zest cedar,"{'neg': 0.034, 'neu': 0.733, 'pos': 0.233, 'compound': 0.8225}",0.8225,0.91125,9.20125
GK Coffee,delicate crisply sweet pear lilac cocoa nib maple syrup oak aroma cup deeply sweet structure vibrant acidity satinysmooth mouthfeel quiet cocoatoned finish animated suggestion pear maple syrup,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8709}",0.8709,0.93545,9.41905
Paradise Roasters,vibrantly sweet resonantly floral cocoatoned lavender cocoa nib kumquat fine musk toffee aroma cup sweetly tart structure bright juicy acidity crisp yet syrupy mouthfeel flavorsaturated finish sustains note cup long ringing clarity,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.91}",0.91,0.9550000000000001,9.595
Paradise Roasters,delicate complex multilayered bergamot dark chocolate nougat narcissus cedar aroma cup richly sweetsavory structure citrusy acidity full syrupy mouthfeel floral fruitdriven finish supported chocolate aromatic wood note,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.6597}",0.6597,0.82985,8.46865
Guorizi Zhai Coffee,evaluated espresso richly sweet deeply chocolaty gently smoky persimmon dark chocolate almond butter gardenia gently scorched oak aroma small cup crisp velvety mouthfeel resonant finish centered around chocolate almond note hint scorched oak cappuccinoscaled milk chocolate almond note highlighted sweet persimmon backdrop,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.9377}",0.9377,0.96885,9.71965
Black Coffee In Black Jar,richly sweet deeply chocolaty chocolate fudge red currant wisteria cedar agave syrup aroma cup crisp sweetly tart structure vibrant juicy acidity plush viscous mouthfeel quiet finish centered around note chocolate wisteria cedar,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.9081}",0.9081,0.9540500000000001,9.586450000000001
Black Coffee In Black Jar,crisply sweet delicately tart pomegranate grapefruit zest magnolia elm maple syrup aroma cup sweettart structure brisk acidity satinysmooth mouthfeel richtoned finish note pomegranate magnolia short maple syrup long,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.6808}",0.6808,0.8404,8.563600000000001
Black Coffee In Black Jar,delicately sweet floral toned narcissus plum cedar cocoa nib almond aroma cup deeply sweet structure gentle rounded acidity full satiny mouthfeel crisp richly drying finish note narcissus cocoa nib,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9196}",0.9196,0.9598,9.6382
Rotate Fun Club,richtoned deeply sweet date magnolia hazelnut cedar agave syrup aroma cup sweet structure round gentle acidity satinysmooth mouthfeel finish consolidates note date hazelnut cedar,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.8586}",0.8586,0.9293,9.3637
Black Coffee In Black Jar,sweetly woodframed spicetoned freshcut fir date baking chocolate freesia black peppercorn aroma cup sweet structure lowtoned acidity velvety mouthfeel woodframed finish supported note date baking chocolate,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.8316}",0.8316,0.9158,9.2422
Larry's Coffee,richly sweet roastrounded dark chocolate gardenia gently scorched cedar red plum hazelnut aroma cup sweet structure little discernible acidity full creamy mouthfeel chocolatedriven finish supported note dark chocolate gardenia hazelnut,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.9217}",0.9217,0.96085,9.64765
Big Shoulders Coffee,cocoatoned crisply sweet baking chocolate golden raisin magnolia almond cedar aroma cup sweettoned structure brisk acidity satinysmooth mouthfeel quiet finish lead baking chocolate magnolia short raisin almond long,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5574}",0.5574,0.7787,8.008299999999998
Allegro Coffee Roasters,deep sweet chocolaty chocolate fudge black cherry freshcut fir hibiscus blossom brown sugar aroma small cup sweettart structure crisp applelike acidity velvetysmooth mouthfeel gently drying finish chocolate throughline fir undertone,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7184}",0.7184,0.8592,8.7328
Cafe Femenino,sweetly roastframed cocoatoned cocoa powder dried date gently scorched oak lily cashew aroma cup bittersweet structure little perceptible acidity full velvety mouthfeel cocoadriven finish undertone date scorched oak,"{'neg': 0.04, 'neu': 0.772, 'pos': 0.188, 'compound': 0.7003}",0.7003,0.85015,8.65135
3-19 Coffee,crisp sweetly nuttoned hazelnut red apple cocoa nib pink peppercorn freshcut fir aroma cup sweettoned structure crisp gentle acidity full satiny mouthfeel finish consolidates hazelnut fir hint red apple,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7184}",0.7184,0.8592,8.7328
Joe Van Gogh,cleanly fruittoned aromatic woodframed strawberry sandalwood almond butter freesialike flower maple syrup aroma cup sweettart structure crisp fruity acidity delicate silky mouthfeel,"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.0516}",0.0516,0.5258,5.732200000000001
Signature Reserve,cocoa citrustoned orange zest cocoa powder magnolia almond oak aroma cup sweettart structure brisk acidity full satiny mouthfeel woodframed finish supporting note orange zest cocoa powder,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.5423}",0.5423,0.77115,7.9403500000000005
Cameron’s Coffee,balanced sweettoned baking chocolate almond date molasses magnolia aroma cup bittersweet structure little perceptible acidity satinysmooth mouthfeel rather muted finish center around almond baking chocolate,"{'neg': 0.051, 'neu': 0.949, 'pos': 0.0, 'compound': -0.0772}",-0.0772,0.4614,5.1526
HT Traders,richtoned chocolaty dark chocolate cedar rhododendron date sassafras aroma cup bittersweet structure gently tart acidity light silky mouthfeel quiet finish consolidates around note dark chocolate rhododendron,"{'neg': 0.046, 'neu': 0.848, 'pos': 0.106, 'compound': 0.4019}",0.4019,0.70095,7.308549999999999
