name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,cleaned_desc_1,sentiment_score,label,roberta_sentiment_score,predicted_labels
Brazil Conquista,Good Coffee Club,Medium_Light,United States,Bahia,Brazil,4.41,92,2018-09-01,"Sweetly pungent, chocolate-toned. Baker’s chocolate, dried cherry, magnolia-like flowers, cedar, hazelnut in aroma and small cup. Sweet-toned in structure with gentle, rounded acidity; velvety mouthfeel. The finish leads with notes of magnolia and cherry in the short, and cedar and hazelnut in the gently drying long, with good chocolate throughout.",sweetly pungent chocolatetoned baker ’ chocolate dried cherry magnolialike flower cedar hazelnut aroma small cup sweettoned structure gentle rounded acidity velvety mouthfeel finish lead note magnolia cherry short cedar hazelnut gently drying long good chocolate throughout,0.8979,1,0.94252354,1
Kenya AA Kirinyaga,Big Creek Coffee Roasters,Medium_Light,United States,South-Central Kenya,Sidama (Also Sidamo) Growing Region,5.0,93,2018-10-01,"Richly sweet-savory. Black currant, baker’s chocolate, fine musk, oak, magnolia in aroma and cup. Sweet-tart-savory in structure with juicy, buoyant acidity; satiny-smooth mouthfeel. The finish consolidates to notes of baker’s chocolate and black currant with a hint of fine musk.",richly sweetsavory black currant baker ’ chocolate fine musk oak magnolia aroma cup sweettartsavory structure juicy buoyant acidity satinysmooth mouthfeel finish consolidates note baker ’ chocolate black currant hint fine musk,0.7506,1,0.9424945,1
Ethiopia Limu,Big Shoulders Coffee,Medium_Light,United States,Limu Woreda,Oromia Region,5.29,93,2018-10-01,"Bright, rich-toned, deeply sweet. Tangerine zest, almond paste, lemon verbena, honeysuckle, apricot in aroma and cup. Sweetly herbaceous in structure with juicy, bright acidity; crisp, satiny mouthfeel. The citrusy finish is carried by notes of tangerine zest and lemon verbena.",bright richtoned deeply sweet tangerine zest almond paste lemon verbena honeysuckle apricot aroma cup sweetly herbaceous structure juicy bright acidity crisp satiny mouthfeel citrusy finish carried note tangerine zest lemon verbena,0.9041,1,0.9425367,1
Ethiopia Bensa Segra Natural,Big Creek Coffee Roasters,Medium_Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,4.7,93,2018-10-01,"Fruit-forward, richly sweet. Dried blueberry, ginger, hibiscus, cedar, honey in aroma and cup. Sweet-toned in structure with round, gentle acidity; full, viscous mouthfeel. Quiet finish with lingering notes of blueberry and cocoa nib.",fruitforward richly sweet dried blueberry ginger hibiscus cedar honey aroma cup sweettoned structure round gentle acidity full viscous mouthfeel quiet finish lingering note blueberry cocoa nib,0.8316,1,0.9425368,1
Ethiopia Hambela Natural,Big Shoulders Coffee,Medium_Light,United States,Hambela Wamena District,Guji Zone,5.29,94,2018-10-01,"Richly fruit-toned, deeply sweet. Dried raspberry, dark chocolate, cedar, freesia, honey in aroma and cup. Sweet-tart in structure, with lively acidity; full, syrupy mouthfeel. The resonant finish consolidate to notes of dried berries and dark chocolate, with undercurrents of fresh-cut aromatic wood.",richly fruittoned deeply sweet dried raspberry dark chocolate cedar freesia honey aroma cup sweettart structure lively acidity full syrupy mouthfeel resonant finish consolidate note dried berry dark chocolate undercurrent freshcut aromatic wood,0.8588,1,0.942519,1
Ethiopia Kayon Mountain,Big Creek Coffee Roasters,Medium_Light,United States,Odo Shakiso District,Guji Zone,4.7,93,2018-10-01,"Intricate, richly sweet. Lemon verbena, raspberry, roasted cacao nib, maple syrup, jasmine in aroma and cup. Sweetly tart structure with crisp acidity; full, syrupy mouthfeel. The flavor-saturated finish centers around lemon verbena and maple syrup.",intricate richly sweet lemon verbena raspberry roasted cacao nib maple syrup jasmine aroma cup sweetly tart structure crisp acidity full syrupy mouthfeel flavorsaturated finish center around lemon verbena maple syrup,0.8625,1,0.9425404,1
Guatemala Huehuetenango La Garita,Big Creek Coffee Roasters,Medium_Light,United States,Huehuetenango,Guatemala,4.41,92,2018-10-01,"Crisp, sweetly nut-toned. Almond brittle, lilac, black cherry, fresh-cut fir, agave syrup in aroma and cup. Deeply sweet in structure with brisk acidity; velvety-smooth mouthfeel. Crisp and sweet in the finish, centered around notes of black cherry and almond.",crisp sweetly nuttoned almond brittle lilac black cherry freshcut fir agave syrup aroma cup deeply sweet structure brisk acidity velvetysmooth mouthfeel crisp sweet finish centered around note black cherry almond,0.8898,1,0.94252056,1
Roba Ethiopia (Chelbessa),Greater Goods Coffee Roasters,Medium_Light,United States,Gedeb District,Gedeo Zone,5.29,93,2018-10-01,"Crisply sweet-savory. Coconut, hibiscus, star anise, roasted cacao nib, cedar in aroma and cup. Sweetly tart in structure with bright acidity; delicate, silky mouthfeel. The finish centers around notes of coconut and hibiscus in the short with a hint of star anise in the long.",crisply sweetsavory coconut hibiscus star anise roasted cacao nib cedar aroma cup sweetly tart structure bright acidity delicate silky mouthfeel finish center around note coconut hibiscus short hint star anise long,0.7351,1,0.9425192,1
Ethiopia Hambela Hasam,Revel Coffee,Medium_Light,United States,Hambela Wamena District,Guji Zone,5.0,93,2018-10-01,"Delicately sweet-savory. Lemon verbena, pink peppercorn, dried papaya, honeysuckle, baker’s chocolate in aroma and cup. The structure nicely balances sweet and savory; satiny-smooth mouthfeel. The herb-toned finish leads with notes of lemon verbena and papaya with baker’s chocolate as a throughline.",delicately sweetsavory lemon verbena pink peppercorn dried papaya honeysuckle baker ’ chocolate aroma cup structure nicely balance sweet savory satinysmooth mouthfeel herbtoned finish lead note lemon verbena papaya baker ’ chocolate throughline,0.7845,1,0.9424974,1
Kenya Kabare AA,Revel Coffee,Medium_Light,United States,South-Central Kenya,Hambela Wamena District,5.14,93,2018-10-01,"Deeply sweet, spice-toned. Red currant, tangerine zest, roasted cacao nib, honey, narcissus-like flowers in aroma and cup. Sweet-tart structure with lively, bright acidity; velvety-smooth mouthfeel. The long, flavor-saturated finish consolidates to cocoa nib and tangerine zest, with lingering notes of narcissus.",deeply sweet spicetoned red currant tangerine zest roasted cacao nib honey narcissuslike flower aroma cup sweettart structure lively bright acidity velvetysmooth mouthfeel long flavorsaturated finish consolidates cocoa nib tangerine zest lingering note narcissus,0.8439,1,0.94253993,1
El Salvador Finca Nombre de Dios Honey,Red Rock Roasters,Medium_Light,United States,Metapan,El Salvador,4.04,92,2018-10-01,"Rich-toned, sweetly savory. Dark chocolate, honeysuckle, apricot, pink grapefruit zest, cedar in aroma and cup. Savory-sweet in structure with gentle, rounded acidity; full, satiny mouthfeel. The finish resonates with notes of chocolate-toned apricot and cedar.",richtoned sweetly savory dark chocolate honeysuckle apricot pink grapefruit zest cedar aroma cup savorysweet structure gentle rounded acidity full satiny mouthfeel finish resonates note chocolatetoned apricot cedar,0.7184,1,0.94252443,1
Ethiopia Gera Limmu Oromia,Temple Coffee and Tea,Medium_Light,United States,Limu Woreda,Oromia Region,5.14,94,2018-09-01,"Delicate, intricate, richly sweet. Dried jasmine, mango chutney, myrrh, baker’s chocolate, bergamot in aroma and cup. Sweetly tart structure with lively acidity; delicate, satiny mouthfeel. Tart-leaning, rich-toned finish, characterized by notes of mango chutney and baker’s chocolate.",delicate intricate richly sweet dried jasmine mango chutney myrrh baker ’ chocolate bergamot aroma cup sweetly tart structure lively acidity delicate satiny mouthfeel tartleaning richtoned finish characterized note mango chutney baker ’ chocolate,0.9169,1,0.942481,1
Kenya Kabare Konyu,Temple Coffee and Tea,Medium_Light,United States,Kirinyaga District,South-Central Kenya,6.03,94,2018-09-01,"Richly sweet, spice-toned. Black currant, blood orange zest, roasted cacao nib, freesia-like flowers, sugar cane in aroma and cup. Sweet-tart in structure with juicy, bright acidity; full, syrupy mouthfeel. The crisp, resonant finish consolidates to cocoa-toned black currant and freesia.",richly sweet spicetoned black currant blood orange zest roasted cacao nib freesialike flower sugar cane aroma cup sweettart structure juicy bright acidity full syrupy mouthfeel crisp resonant finish consolidates cocoatoned black currant freesia,0.8481,1,0.9425213,1
Costa Rica Francisco Ruiz,Temple Coffee and Tea,Medium_Light,United States,Sabanilla De Alajuela,Central Valley,6.17,90,2018-09-01,"Richly sweet, robust. Peach, cedar, molasses, gardenia, Brazil nut in aroma and cup. Quietly sweet-tart in structure; creamy mouthfeel. The finish leads with notes of peach and Brazil nut with a cedar throughline.",richly sweet robust peach cedar molasses gardenia brazil nut aroma cup quietly sweettart structure creamy mouthfeel finish lead note peach brazil nut cedar throughline,0.8074,1,0.9425277,1
Alemu Bukato Espresso,JBC Coffee Roasters,Medium_Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.51,95,2018-09-01,"Evaluated as espresso. Richly sweet, balanced, floral-toned. Dried jasmine, Concord grape, fine musk, mango, tangerine zest in aroma and small cup. Lively, silky-smooth mouthfeel; resonant, flavor-saturated finish. In cappuccino-scaled milk, jasmine and mango notes are further amplified, deepened by pungent musk underneath.",evaluated espresso richly sweet balanced floraltoned dried jasmine concord grape fine musk mango tangerine zest aroma small cup lively silkysmooth mouthfeel resonant flavorsaturated finish cappuccinoscaled milk jasmine mango note amplified deepened pungent musk underneath,0.8625,1,0.94250053,1
Alemu Bukato Ethiopia,JBC Coffee Roasters,Medium_Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.51,93,2018-09-01,"Deeply rich, crisply sweet-tart. Apricot, pink grapefruit zest, malt, dark chocolate, orange blossom in aroma and cup. Sweet-savory in structure with juicy acidity; satiny-smooth mouthfeel. The nuanced finish leads with notes of apricot and orange blossom in the short, rounding to malt-toned chocolate in the long.",deeply rich crisply sweettart apricot pink grapefruit zest malt dark chocolate orange blossom aroma cup sweetsavory structure juicy acidity satinysmooth mouthfeel nuanced finish lead note apricot orange blossom short rounding malttoned chocolate long,0.5984,1,0.9425296,1
ASOPEP Colombia,JBC Coffee Roasters,Medium_Light,United States,Planadas,Tolima Department,4.63,91,2018-09-01,"Cocoa-toned, deeply sweet-savory. Dark chocolate, mulberry, dried mushroom, lily- and rhododendron-like floral notes in aroma and cup. Sweetly savory structure with round, gentle acidity; delicate, silky mouthfeel. The finish centers around notes of dark chocolate and vanilla-like florals with an umami undercurrent akin to dried mushroom.",cocoatoned deeply sweetsavory dark chocolate mulberry dried mushroom lily rhododendronlike floral note aroma cup sweetly savory structure round gentle acidity delicate silky mouthfeel finish center around note dark chocolate vanillalike florals umami undercurrent akin dried mushroom,0.7351,1,0.9425248,1
Tarime Tanzania,Lexington Coffee Roasters,Medium_Light,United States,Tarime District,Mara Region,4.34,95,2018-09-01,"Deeply rich, sweet-savory, nuanced and layered. Dried mango, scent of fresh cigar, lemon verbena, pink grapefruit zest, wisteria-like flowers in aroma and cup. Balanced, sweetly savory structure with a crisp yet syrupy mouthfeel. The resonant finish maintains all of the complexity of the cup. ",deeply rich sweetsavory nuanced layered dried mango scent fresh cigar lemon verbena pink grapefruit zest wisterialike flower aroma cup balanced sweetly savory structure crisp yet syrupy mouthfeel resonant finish maintains complexity cup,0.8516,1,0.9425244,1
Guachepelin Costa Rica,Lexington Coffee Roasters,Light,United States,Sabanilla De Alajuela,Central Valley,5.86,93,2018-09-01,"Delicate, crisply sweet-tart. Lime zest, baker’s chocolate, plum, fresh-cut fir, a hint of apple brandy in aroma and cup. Richly bittersweet structure with brisk acidity; full, satiny mouthfeel. The finish consolidates to notes of lime zest and aromatic wood, with a whisper of fruit-toned sweet ferment.",delicate crisply sweettart lime zest baker ’ chocolate plum freshcut fir hint apple brandy aroma cup richly bittersweet structure brisk acidity full satiny mouthfeel finish consolidates note lime zest aromatic wood whisper fruittoned sweet ferment,0.7506,1,0.9425248,1
Berlina Geisha,Barrington Coffee Roasting,Medium_Light,United States,Horqueta,Chiriquí,11.76,96,2018-09-01,"Elegant, intensely sweet-tart, resonantly floral-toned. Passionflower, lemon drop, roasted cacao nib, apricot, tamarind in aroma and cup. Sweet-tart structure with bright, juicy acidity; silky, viscous mouthfeel. The finish is resonant with all the flavor notes promised by the cup, leading with apricot and tamarind in the short, cocoa nib in the long, and sweet florals throughout.",elegant intensely sweettart resonantly floraltoned passionflower lemon drop roasted cacao nib apricot tamarind aroma cup sweettart structure bright juicy acidity silky viscous mouthfeel finish resonant flavor note promised cup leading apricot tamarind short cocoa nib long sweet florals throughout,0.8658,1,0.94252306,1
